판정,레거시 스타일,node_id,HEX,정본 대상,정본 HEX,색차(ΔE),비고
ABSORB,"Secondary/newcar","22655:68047","#5B68FE","Badge/New Car","#5B68FE",0,""
ABSORB,"Secondary/newzone","23485:75421","#FD9F4D","Badge/New Zone","#FD9F4D",0,""
ABSORB,"Secondary/puple040","3046:20183","#A87DF9","Badge/Eleccar","#A87DF9",0,""
ABSORB,"Secondary/puple040","40046:44568","#A87DF9","Badge/Eleccar","#A87DF9",0,""
ABSORB,"Secondary/red060_alarm","42073:45127","#D32828","System/Alarm","#D32828",0,""
ABSORB,"Secondary/red060_alarm","42859:8552","#D32828","System/Alarm","#D32828",0,""
ABSORB,"static/wh","43590:50279","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Sub Navy/Navy 030","6483:56352","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"System Background/Light/Primary","42557:9958","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"System Color/btn 45%","28576:29757","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/btn 45%","40668:27366","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/btn 45%","42165:31737","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/btn 45%","42410:54442","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/dim layer","40668:27368","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/dim layer","42070:47889","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/dim layer","42330:31979","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/dim layer","42412:13049","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/info box_BG","42560:16226","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/info box_BG","44236:6391","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System Color/positive_green","42303:62566","#00C88C","System/Success","#00C88C",0,""
ABSORB,"System Color/positive_green","42554:38432","#00C88C","System/Success","#00C88C",0,""
ABSORB,"System Color/positive_green","43984:4659","#00C88C","System/Success","#00C88C",0,""
ABSORB,"System Color/red060_alarm","28441:152898","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System Color/red060_alarm","38433:38458","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System Color/red060_alarm","40046:44566","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System Color/red060_alarm","41321:27515","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System Color/red060_alarm","42342:70438","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System Color/red060_alarm","43169:12139","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System/Alarm","1573:12421","#D32828","System/Alarm","#D32828",0,""
ABSORB,"System/btn 45%","2271:13355","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System/Dim Layer","2539:14922","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System/Focus Line","7606:77636","#0029FF","System/Focus Line","#0029FF",0,""
ABSORB,"System/Info Box BG","7959:82674","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"System/Success","23882:101546","#00C88C","System/Success","#00C88C",0,""
ABSORB,"Untitled/$-DefaultBtn_N-100","7602:76533","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Untitled/$-DefaultBtn_N-200","7602:76535","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Untitled/$-DefaultBtn_N-300","7602:76537","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Untitled/$-DefaultBtn_N-400","7602:76539","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Untitled/$-DefaultBtn_N-50","7602:76531","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Untitled/$-DefaultBtn_N-600","7602:76543","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Untitled/$-DefaultBtn_N-700","7602:76545","#0A1E2B","Navy/Navy 080","#0A1E2B",0,""
ABSORB,"Untitled/$-DefaultBtn_N-900","7602:76549","#020609","Navy/Navy 100","#020609",0,""
ABSORB,"Untitled/gray000","1565:15495","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","40046:44564","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","40241:26533","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","42066:27993","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","42073:45282","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","42859:8400","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","43169:12138","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray000","43984:4579","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Untitled/gray005","1590:11681","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Untitled/gray010","1666:11832","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Untitled/gray020","1666:11833","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Untitled/gray020","42560:17492","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Untitled/gray040","4025:43505","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"yellow060","3434:24339","#FED500","Badge/Bookmark","#FED500",0,""
ABSORB,"신규존","3507:24067","#FD9F4D","Badge/New Zone","#FD9F4D",0,""
ABSORB,"신차","3507:24068","#5B68FE","Badge/New Car","#5B68FE",0,""
ABSORB,"이벤트","4882:52643","#F8679C","Badge/Event","#F8679C",0,""
ABSORB,"전기차","4882:52669","#A87DF9","Badge/Eleccar","#A87DF9",0,""
ABSORB,"특가","3507:24066","#FD8484","Badge/Hot Deal","#FD8484",0,""
NEAR,"Global / Neutral Grey / 700","44381:18193","#C9C9CC","Gray Scale/Gray 040","#C5C5C5",2.2,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"First Blue/Main 010","5005:51058","#EAF0F6","Navy/Navy 010","#E8ECEF",2.13,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"bg/sunken/subtle","43590:50002","#F8F7FB","Gray Scale/Gray 005","#F8F8F8",2.08,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Gcar_logo_sud text","29108:232432","#5F6062","Gray Scale/Gray 070","#5C5C5C",2.07,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"BlueGray/BlueGray04","43590:50591","#D4D6D9","Gray Scale/Gray 030","#D4D4D4",1.83,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"gray scale/gray 090","42412:56758","#1D1A1A","Brand/G car Logo Text","#1A1A1A",1.59,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Navy scale/Navi020","40241:26926","#E2E2E5","Gray Scale/Gray 020","#E2E2E2",1.56,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Gray/901","1348:38779","#ECEEEF","Gray Scale/Gray 010","#F1F1F1",1.46,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Global / Neutral Grey / 1300","44381:18182","#0A090B","Navy/Navy 090","#060809",1.05,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"gray/gray-80","44283:4598","#2D2D2D","Gray Scale/Gray 080","#2F2E2E",0.74,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Korail(Pending)/코레일_bg_table_sub","34093:270164","#FAFAFA","Gray Scale/Gray 005","#F8F8F8",0.69,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Gray scale/Gray080","40241:26954","#2E2E2E","Gray Scale/Gray 080","#2F2E2E",0.48,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Untitled/gray080","1768:11882","#2E2E2E","Gray Scale/Gray 080","#2F2E2E",0.48,"육안 구분 한계 이하 — 정본으로 흡수 권고"
NEAR,"Untitled/gray080","43676:8091","#2E2E2E","Gray Scale/Gray 080","#2F2E2E",0.48,"육안 구분 한계 이하 — 정본으로 흡수 권고"
RESOLVE,"Brand color/GR060","9694:118611","#00C88C","System/Success","#00C88C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Brand color/GR060","23606:78364","#00C88C","System/Success","#00C88C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","1564:15373","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","28406:194146","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","35982:273081","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","38487:37652","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","40613:37750","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","41173:25107","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","41321:25199","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","41321:27547","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","42342:70314","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","43038:3","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy060_Default Btn","43169:12119","#0A3C5C","Navy/Navy 060","#0A3C5C",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy090","7606:76672","#020609","Navy/Navy 100","#020609",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy090","38487:37654","#0A1E2B","Navy/Navy 080","#0A1E2B",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RESOLVE,"Second Navy/navy090","42560:16120","#020609","Navy/Navy 100","#020609",0,"같은 이름의 다른 값은 정본에 없음 — 이 값을 채택"
RETIRE,"Brand color/GR060","42560:18070","#00A870","Primary/Red 050","#ED1C24",128.36,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"First Green/g500_Default","24406:98273","#00A870","Primary/Red 050","#ED1C24",128.36,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"System/g500_45%","24433:122563","#00A870","Primary/Red 050","#ED1C24",128.36,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Default","1564:15252","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Default","2008:11715","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Default","40241:26885","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Default","42312:20381","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Default","42560:39598","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Default","43984:4753","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"Primary/500 main","1348:38774","#20A556","Primary/Red 050","#ED1C24",127.48,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 050 으로 치환"
RETIRE,"First Green/g400","28406:194272","#33D3A3","Primary/Red 040","#F14950",119.26,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 040 으로 치환"
RETIRE,"First Green/g600_G press","42859:8631","#009669","Primary/Red 060","#BE161D",111.47,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 060 으로 치환"
RETIRE,"400","1348:38768","#4DB778","Primary/Red 040","#F14950",110.18,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 040 으로 치환"
RETIRE,"Primary/400","1348:38772","#4DB778","Primary/Red 040","#F14950",110.18,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 040 으로 치환"
RETIRE,"First Green/g600_G press","28406:194273","#007E54","Primary/Red 060","#BE161D",106.32,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 060 으로 치환"
RETIRE,"g300","6830:61320","#66DEBA","Primary/Red 030","#F4777C",92.94,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 030 으로 치환"
RETIRE,"green040","1685:11831","#79C99A","Primary/Red 030","#F4777C",83.97,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 030 으로 치환"
RETIRE,"green040","40046:44567","#79C99A","Primary/Red 030","#F4777C",83.97,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 030 으로 치환"
RETIRE,"Primary/300","1348:38771","#79C99A","Primary/Red 030","#F4777C",83.97,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 030 으로 치환"
RETIRE,"Secondary/economy","42859:8431","#79C99A","Primary/Red 030","#F4777C",83.97,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 030 으로 치환"
RETIRE,"Primary/700","1348:38776","#10532B","Primary/Red 070","#8E1116",81.37,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 070 으로 치환"
RETIRE,"Primary/800","1348:38777","#082916","Primary/Red 080","#5F0B0E",55.71,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 080 으로 치환"
RETIRE,"Primary/200","1348:38770","#A6DBBB","Primary/Red 020","#F8A4A7",55.43,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"freezone","2008:11713","#EDB8B8","Map Marker/Free Zone","#FD8484",31.96,"시스템에서 제거 확정 (2026-08-04) — Map Marker/Free Zone 으로 치환"
RETIRE,"Posi_Press","1580:13785","#187C41","System/Success","#00C88C",30.33,"시스템에서 제거 확정 (2026-08-04) — System/Success 으로 치환"
RETIRE,"Primary/600","1348:38775","#187C41","System/Success","#00C88C",30.33,"시스템에서 제거 확정 (2026-08-04) — System/Success 으로 치환"
RETIRE,"Primary/100","1348:38769","#D2EDDD","Primary/Red 010","#FBD2D3",26.6,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"FirstRed/g50","6542:61532","#E6FAF4","Primary/Red 010","#FBD2D3",24.27,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"FirstRed/g50","42070:47888","#E6FAF4","Primary/Red 010","#FBD2D3",24.27,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"Primary/50","1348:38773","#E9F7EF","Primary/Red 010","#FBD2D3",22.34,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"Secondary/timedeal","42859:8429","#FF5555","Badge/Time Deal","#FF8159",21.87,"시스템에서 제거 확정 (2026-08-04) — Badge/Time Deal 으로 치환"
RETIRE,"$-primary-900","7600:76406","#120304","Primary/Red 090","#2F0607",18.06,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 090 으로 치환"
RETIRE,"$-primary-900","7600:76448","#120304","Primary/Red 090","#2F0607",18.06,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 090 으로 치환"
RETIRE,"$-primary-900","7602:76569","#120304","Primary/Red 090","#2F0607",18.06,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 090 으로 치환"
RETIRE,"Default Btn","1646:11860","#40535E","Navy/Navy 060","#0A3C5C",18.03,"시스템에서 제거 확정 (2026-08-04) — Navy/Navy 060 으로 치환"
RETIRE,"Default Btn","3563:36340","#40535E","Navy/Navy 060","#0A3C5C",18.03,"시스템에서 제거 확정 (2026-08-04) — Navy/Navy 060 으로 치환"
RETIRE,"Gray/906 Gray","1348:38784","#40535E","Navy/Navy 060","#0A3C5C",18.03,"시스템에서 제거 확정 (2026-08-04) — Navy/Navy 060 으로 치환"
RETIRE,"Navy 060 *Default Btn","4772:50380","#40535E","Navy/Navy 060","#0A3C5C",18.03,"시스템에서 제거 확정 (2026-08-04) — Navy/Navy 060 으로 치환"
RETIRE,"Navy 060 *Default Btn","6483:56350","#40535E","Navy/Navy 060","#0A3C5C",18.03,"시스템에서 제거 확정 (2026-08-04) — Navy/Navy 060 으로 치환"
RETIRE,"navy060","1580:13097","#40535E","Navy/Navy 060","#0A3C5C",18.03,"시스템에서 제거 확정 (2026-08-04) — Navy/Navy 060 으로 치환"
RETIRE,"$-primary-300","7600:76394","#D0797C","Primary/Red 020","#F8A4A7",15.62,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"$-primary-300","7600:76436","#D0797C","Primary/Red 020","#F8A4A7",15.62,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"$-primary-300","7602:76557","#D0797C","Primary/Red 020","#F8A4A7",15.62,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"$-primary-50","7600:76388","#F8E9EA","Primary/Red 010","#FBD2D3",11.53,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"$-primary-50","7600:76430","#F8E9EA","Primary/Red 010","#FBD2D3",11.53,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"$-primary-50","7602:76551","#F8E9EA","Primary/Red 010","#FBD2D3",11.53,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 010 으로 치환"
RETIRE,"$-primary-200","7600:76392","#DFA5A7","Primary/Red 020","#F8A4A7",10.82,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"$-primary-200","7600:76434","#DFA5A7","Primary/Red 020","#F8A4A7",10.82,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"$-primary-200","7602:76555","#DFA5A7","Primary/Red 020","#F8A4A7",10.82,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 020 으로 치환"
RETIRE,"$-primary-500","7600:76398","#B01F24","Primary/Red 060","#BE161D",9.2,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 060 으로 치환"
RETIRE,"$-primary-500","7600:76440","#B01F24","Primary/Red 060","#BE161D",9.2,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 060 으로 치환"
RETIRE,"$-primary-500","7602:76561","#B01F24","Primary/Red 060","#BE161D",9.2,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 060 으로 치환"
RETIRE,"Gray/904","1348:38782","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"navy040","2222:12711","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Second Text","1564:15253","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Second Text","1580:13069","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Second Text","1869:12203","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Second Text","4492:49678","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Second Text","42553:13707","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Second text","5991:55637","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"Sub Navy/Navy 040 *Second Text","5655:53872","#8C989E","Gray Scale/Gray 060","#898989",7.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 060 으로 치환"
RETIRE,"static/bk_stronger","43590:51412","#2D303A","Gray Scale/Gray 080","#2F2E2E",7.04,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 080 으로 치환"
RETIRE,"$-primary-600","7600:76400","#84171B","Primary/Red 070","#8E1116",7.02,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 070 으로 치환"
RETIRE,"$-primary-600","7600:76442","#84171B","Primary/Red 070","#8E1116",7.02,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 070 으로 치환"
RETIRE,"$-primary-600","7602:76563","#84171B","Primary/Red 070","#8E1116",7.02,"시스템에서 제거 확정 (2026-08-04) — Primary/Red 070 으로 치환"
RETIRE,"Gray/900","1348:38778","#031109","Gray Scale/Gray 100","#000000",7.01,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 100 으로 치환"
RETIRE,"Gray/DarkGray","40241:26906","#4B4E53","Gray Scale/Gray 070","#5C5C5C",6.88,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 070 으로 치환"
RETIRE,"GRAYSCALE/gray_009","9011:94336","#494F51","Gray Scale/Gray 070","#5C5C5C",6.56,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 070 으로 치환"
RETIRE,"Gray/908","1348:38786","#202A2F","Gray Scale/Gray 080","#2F2E2E",6.44,"시스템에서 제거 확정 (2026-08-04) — Gray Scale/Gray 080 으로 치환"
